path,name_line,stmt_line,name,imported_from,area,disposition,is_reexport,reexport_kind,reexport_consumers,star_imported_from,has_noqa,has_pylint_disable,deepsource_would_report,pylint_would_report,rationale,commit
backend/app/db/models.py,51,47,ComplianceRemediationExecutionAttempt,app.db.compliance_models,app/db,REVIEW-REEXPORT,True,explicit+star,ComplianceRemediationExecutionAttempt,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ComplianceRemediationExecutionAttempt,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,52,47,ComplianceRemediationPlan,app.db.compliance_models,app/db,REVIEW-REEXPORT,True,explicit+star,ComplianceRemediationPlan,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ComplianceRemediationPlan,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,53,47,ComplianceRemediationRequest,app.db.compliance_models,app/db,REVIEW-REEXPORT,True,explicit+star,ComplianceRemediationRequest,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ComplianceRemediationRequest,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,59,58,ReportRun,app.db.report_models,app/db,REVIEW-REEXPORT,True,explicit+star,ReportRun,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ReportRun,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,60,58,ReportSchedule,app.db.report_models,app/db,REVIEW-REEXPORT,True,explicit+star,ReportSchedule,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ReportSchedule,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/db/models.py,66,65,SchedulerJobLock,app.db.scheduler_models,app/db,REVIEW-REEXPORT,True,star,,backend/app/db/__init__.py,True,True,False,False,Another module imports this name through here: ,620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/core/startup_validation.py,34,34,Iterable,typing,app/other,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/access_request_service.py,26,26,User,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/airgap/schema.py,36,36,Dict,typing,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/audit_event_service.py,49,49,threading,threading,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/audit_event_service.py,50,50,time,time,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/audit_event_service.py,53,53,List,typing,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/compliance_remediation_execution_service.py,91,88,ERROR_CODE_TRANSPORT_UNAVAILABLE,app.services.patch_execution_dispatch_service,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/compliance_remediation_execution_service.py,92,88,ERROR_CODE_UNSUPPORTED_FAMILY,app.services.patch_execution_dispatch_service,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/content_profile_apply.py,73,68,managed_filenames,app.services.channel_source_writer,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/content_profile_diff.py,47,47,MirrorRepo,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/file_transfer_service.py,49,49,BrokerError,app.services.broker_client,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/health_service.py,20,15,Package,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/host_etc_writer.py,50,50,shlex,shlex,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/job_service.py,24,16,User,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/license_service.py,50,39,TIER_FREE,app.core.entitlements,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/lifecycle_emitter_service.py,36,36,Iterable,typing,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/mirror_package_index.py,39,39,Sequence,typing,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/mirror_package_index.py,43,43,MirrorRepo,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/mirror_serve_credential_service.py,48,48,and_,sqlalchemy,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/oidc_service.py,13,13,base64url_decode,jose.utils,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/package_service.py,12,12,func,sqlalchemy,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_execution_dispatch_service.py,69,68,PatchPolicy,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_execution_dispatch_service.py,73,68,PatchUpdatePlanHost,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_execution_dispatch_service.py,81,80,AUDIT_EXECUTION_CANCELED,app.services.patch_execution_service,app/services,REMOVE-STALE-PRAGMA,False,,,,True,False,False,True,"Carries # noqa but has zero consumers (no explicit through-import, no star-import of this module), so the suppression protects nothing. Remove the name AND its now-pointless pragma. If the pragma sits on a shared multi-name block, keep the block comment for the siblings that are still re-exported.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_reboot_dispatch_service.py,77,77,Awaitable,typing,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_rollback_dispatch_service.py,69,69,Callable,typing,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_rollback_dispatch_service.py,81,73,PatchUpdateExecutionRollbackHost,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
backend/app/services/patch_rollback_dispatch_service.py,82,73,PatchUpdateExecutionRollbackPackage,app.db.models,app/services,REMOVE,False,,,,False,False,True,True,"No consumer, no pragma, no string reference.",620b45960fd3521ef1cffcd6d2f582c57eb402c3
